"Education, culture, recreation","Welfare, subsidies",Public security,Taxes and trade,"Agriculture, environment, road transportation",name,year
0.4405942323778016,0.3095408076300061,0.05562226783878505,0.01420994618633249,0.18003274596707466,Unterseen,2008
0.399896779997042,0.4525619882303157,0.03967352890055139,0.005416370892154403,0.10245133197993667,Münsingen,2008
0.366082045672187,0.4476959601574671,0.04104266831119625,0.013861431877419407,0.1313178939817302,Worb,2008
0.2931826870300334,0.5361747733465069,0.04524538020952037,0.01676397908192625,0.10863318033201318,Moutier,2008
0.31319849467696753,0.5462753635160077,0.030754085272265926,0.028772355119513517,0.08099970141524532,Nidau,2008
0.2896398948886619,0.5379616105144622,0.05253832915291756,0.006323854003380207,0.11353631144057799,Spiez,2008
0.34439902801805816,0.371289787413273,0.048851650071327676,0.0038512056154784697,0.23160832888186272,Saanen,2008
0.33398071974012067,0.47421623513643124,0.03922400129167167,0.01831785048089023,0.13426119335088588,Steffisburg,2008
0.34819889997779974,0.44741222057860913,0.04215791255829489,0.008787830760440053,0.15344313612485616,Thun,2008
0.4865567292906284,0.32483997319598484,0.046538569748320116,0.005967540863894396,0.13609718690117234,Niederbipp,2008
0.5185325961303383,0.3049294176637824,0.02337226317650309,0.061337122543925544,0.09182860048545073,Emmen,2008
0.6055852643465427,0.26816437305781554,0.03114904758226692,0.017344171801685414,0.07775714321168965,Buchrain,2008
0.5667758650483857,0.27700316926427343,0.03389921117451448,0.011361619927697464,0.11096013458512892,Ebikon,2008
0.492375919871398,0.3539415512907281,0.03471845868445682,0.005718791757713104,0.11324527839570413,Horw,2008
0.5563007532234736,0.32302963385016475,0.022215360694139295,0.009502529779485252,0.08895172245273718,Kriens,2008
0.5370580452874582,0.3366116775266252,0.02569296581434827,0.013834506702613877,0.0868028046689544,Littau,2008
0.425846280655154,0.3155814032362389,0.11236623915497239,0.0164966522401448,0.12970942471348978,Luzern,2008
0.6738314839387952,0.2108031899918453,0.03331406111630371,0.011990354364545255,0.0700609105885106,Malters,2008
0.7347174884009735,0.14576926137440116,0.03855831606368343,0.008782415072994989,0.07217251908794693,Beromünster,2008
0.6900105907161734,0.2095975080463673,0.0302814624077664,0.0031216707694128615,0.06698876806027998,Neuenkirch,2008
0.6403252592091473,0.2012864639601621,0.045428145946516146,0.008707242616943129,0.10425288826723135,Sursee,2008
0.624214996556067,0.2691864239656452,0.03571749566057268,0.007067379282727344,0.06381370453498779,Dagmersellen,2008
0.6311907505830432,0.24131412341980982,0.04092812006827847,0.00658802624852503,0.07997897968034348,Reiden,2008
0.7001559943905231,0.18521251274539202,0.0350638542376241,0.002979559944142079,0.07658807868231866,Altdorf (UR),2008
0.8357590108045654,0.09609458601300278,0.02933536502618306,0.005652426310910246,0.03315861184533844,Schattdorf,2008
0.6582892033743868,0.1591833543956321,0.03988003375731717,0.007264331609443018,0.1353830768632209,Einsiedeln,2008
0.5082919863292972,0.3016603320964167,0.04002789455713416,0.0037141997289587363,0.14630558728819323,Feusisberg,2008
0.4946219571730843,0.3271364021228828,0.03297731023875225,0.003853132914472243,0.14141119755080836,Freienbach,2008
0.3796763554606922,0.4114767114430511,0.03861297296701561,0.0045244016906406765,0.16570955843860039,Wollerau,2008
0.6234831021863447,0.15638959679241973,0.06681743539844893,0.004083654579469534,0.1492262110433171,Küssnacht (SZ),2008
0.6588572041321015,0.22899301206196201,0.016656734771805633,0.003687547844879204,0.09180550118925161,Altendorf,2008
0.689476768592911,0.1946630522825111,0.041556540383298306,0.005239733930522615,0.06906390481075704,Galgenen,2008
0.3928401901604395,0.5033888789850313,0.03136912101349151,0.0014328031320154488,0.07096900670902236,Lachen,2008
0.6649321005350836,0.23371059334889133,0.025666779602605504,0.01347653003104937,0.06221399648237023,Schübelbach,2008
0.6132574181547995,0.2662577244673684,0.019880736598046685,0.00807193947232503,0.09253218130746037,Wangen (SZ),2008
0.6231665326611117,0.23913794848721265,0.0278244028156947,0.01575177886119783,0.09411933717478314,Arth,2008
0.5635483102118956,0.261409794190533,0.04767449057000399,0.008707245331688993,0.11866015969587848,Ingenbohl,2008
0.596048497927295,0.2200600781121242,0.03379515627979239,0.02582739981742207,0.12426886786336634,Schwyz,2008
0.599072337540279,0.1107441038068084,0.06022412037058471,0.029930534597980143,0.20002890368434773,Alpnach,2008
0.6422754231242583,0.09867776206676959,0.0254636261805972,0.005036673411187243,0.2285465152171876,Kerns,2008
0.7238982165199342,0.07724644167934831,0.039418594242151085,0.005971525107577136,0.15346522245098917,Sachseln,2008
0.7057274096963488,0.1561246973749414,0.0200667735622077,0.00672440805620859,0.11135671131029351,Sarnen,2008
0.8255183162083184,0.04049840789141834,0.019047890011425334,0.005826876098887242,0.10910850978995085,Buochs,2008
0.7582812719680654,0.07346550351989349,0.026094460432229277,0.0046420635850687895,0.13751670049474315,Ennetbürgen,2008
0.5029835505580332,0.3900064457645012,0.025213165696503507,0.0076018935570648285,0.07419494442389737,Hergiswil (NW),2008
0.8128711821019635,0.04498720853171369,0.02107443517864009,0.005581347607403955,0.11548582658027887,Stans,2008
0.774384652361634,0.0272007184691845,0.0366883929523827,0.0,0.16172623621679869,Glarus,2008
0.5682965527267972,0.33676849232879386,0.0163734619316756,0.000269290876731883,0.07829220213600145,Baar,2008
0.6766902709306017,0.21097646921706079,0.01595009389368431,0.002871364193165359,0.09351180176548764,Cham,2008
0.7461425826344382,0.1808833382543923,0.02308265421857193,0.0009415512618569259,0.04894987363074071,Hünenberg,2008
0.7062400267725504,0.14114129288705693,0.03159132794935127,0.0005082136595489047,0.12051913873149263,Oberägeri,2008
0.7537341018615507,0.1647333413269141,0.03591300435743877,0.004574814844582237,0.041044737609514326,Risch,2008
0.708517383167288,0.1816598502207029,0.03128637046840191,0.001406673771288825,0.0771297223723183,Steinhausen,2008
0.6537387044863971,0.21877368326321942,0.022035359095990813,0.0019468115167893864,0.10350544163760327,Unterägeri,2008
0.35220136527634033,0.5332589144589589,0.019727289837838766,0.0013911889750386193,0.09342124145182334,Zug,2008
0.6078567498070873,0.14583545963152422,0.05092462853856568,0.034383637287150985,0.16099952473567186,Romont (FR),2008
0.678153224673509,0.07461745586210294,0.049417819804105693,0.03329799656784499,0.16451350309243715,Bulle,2008
0.5212429351592084,0.21243732863827994,0.02222848494036762,0.027979774858145137,0.21611147640399897,Fribourg,2008
0.572914420596266,0.19066535619863376,0.03346303690496314,0.01939466181809032,0.18356252448204685,Villars-sur-Glâne,2008
0.6593652723441443,0.11358912687666385,0.04448713205388504,0.01193809221121189,0.17062037651409484,Murten,2008
0.6497021163086579,0.13615909918063931,0.032107039184014495,0.022713334173076777,0.1593184111536116,Düdingen,2008
0.5285952046931961,0.3647815397351674,0.011195176368066754,0.014628332632561152,0.08079974657100857,Trimbach,2008
0.6051502981178777,0.27776416357798644,0.023131739028896703,0.015171701758204398,0.07878209751703474,Derendingen,2008
0.5363568234387222,0.354027896547924,0.02012891891617497,0.013176788719050337,0.0763095723781285,Zuchwil,2008
0.6069846290943336,0.276615682843978,0.027704882326766902,0.01362941697224047,0.0750653887626811,Bellach,2008
0.5273243008222571,0.27481631434123116,0.06533636638256611,0.01898281538106369,0.11354020307288194,Grenchen,2008
0.6316652731514572,0.22646002477838123,0.03563878502672793,0.007086699122085418,0.09914921792134829,Hägendorf,2008
0.5035766279008261,0.28374288653526475,0.07203747890882714,0.01798275413488702,0.12266025252019479,Olten,2008
0.6154345057764367,0.18660200469228536,0.06807263604111628,0.0060982786339969335,0.12379257485616481,Solothurn,2008
0.48653886394331014,0.2918411078288994,0.021119972792305312,0.014375857820047962,0.18612419761543714,Riehen,2008
0.5919808546201589,0.22916199612799115,0.0517144422715367,0.0077655871241697405,0.11937711985614353,Aesch (BL),2008
0.555524623257368,0.29015913020159856,0.030644207694602184,0.00617786963831677,0.11749416920811451,Allschwil,2008
0.5179229755357612,0.2728122482282127,0.026829181530155472,0.000544402009574531,0.18189119269629625,Arlesheim,2008
0.5113791175630179,0.3045861194335,0.03672693741496083,0.0,0.14730782558852132,Binningen,2008
0.4841251635939003,0.3397889269842819,0.03637470933780017,0.0050298519823109185,0.1346813481017067,Birsfelden,2008
0.6191706001348838,0.18414621740084788,0.0324810574450059,0.005245633820606109,0.15895649119865632,Ettingen,2008
0.5000814975061648,0.3253779484003636,0.02497697750948549,0.00494155058048245,0.1446220260035036,Münchenstein,2008
0.5162935645384992,0.2671461919475433,0.03486092844465993,0.006949126922234034,0.17475018814706375,Muttenz,2008
0.5256900131358414,0.2877566532012657,0.04052669268582244,0.004109581427929867,0.14191705954914052,Oberwil (BL),2008
0.5315925086281165,0.27328857437567816,0.049754582485040895,0.00982388857117802,0.13554044593998643,Reinach (BL),2008
0.6563269783433868,0.18839764571931847,0.03839671117599968,0.007885519659531512,0.10899314510176367,Laufen,2008
0.5126526522610568,0.29528445767134576,0.032400753492626444,0.016335826212359406,0.14332631036261162,Liestal,2008
0.49747072175673696,0.3320674007868539,0.030000049548510075,0.013195039407466502,0.12726678850043255,Pratteln,2008
0.5514237461556654,0.2907446007852951,0.027451452890807963,0.0056398109931927645,0.12474038917503873,Gelterkinden,2008
0.5562297450019712,0.1731666238976087,0.054794417230753484,0.007584234929601635,0.20822497894006492,Thayngen,2008
0.692707470973127,0.14168690501165035,0.028272705009770353,0.005733350735907394,0.1315995682695449,Beringen,2008
0.46970949765360753,0.26784678960867053,0.05760435885223161,0.016825418909304037,0.18801393497618635,Neuhausen am Rheinfall,2008
0.4587645137793946,0.2713846356219577,0.054340394558354294,0.01407624421947454,0.2014342118208187,Schaffhausen,2008
0.5653797198704872,0.20303004306662747,0.019513507412062214,0.021906146949259495,0.1901705827015636,Herisau,2008
0.5337262349872179,0.3116049551208601,0.02619385205909769,0.00024576936264705476,0.12822918847017725,Teufen (AR),2008
0.39940606540316315,0.019851076616390368,0.06695923662108087,0.0,0.5137836213593656,Appenzell,2008
0.4786522284540659,0.22734177221030957,0.08162654901784107,0.03457555449182808,0.17780389582595543,St. Gallen,2008
0.7757746542972894,0.1325353877925252,0.02639518362444525,0.0063065474309124386,0.058988226854827706,Goldach,2008
0.6320193063101506,0.1859080632753615,0.023513698726397428,0.01384584571715923,0.14471308597093124,Rorschach,2008
0.7846116307096154,0.13415205463843924,0.030254354104731707,0.0051915944297654245,0.04579036611744826,Au (SG),2008
0.7653793882786869,0.13725682162535918,0.02646097307221282,0.005841579765456715,0.0650612372582844,Diepoldsau,2008
0.674707230410509,0.14905047348524716,0.04116180250963119,0.007635384384378966,0.12744510921023378,Altstätten,2008
0.7255628664337113,0.09148816727064878,0.01976804251594979,0.003663212662680142,0.15951771111701,Oberriet (SG),2008
0.6185570290272725,0.19416889396915063,0.039315849977160165,0.01942736630204933,0.12853086072436737,Buchs (SG),2008
0.6981169469136199,0.13287553349444556,0.03728746412898896,0.002371655225414332,0.1293484002375312,Grabs,2008
0.7002591481962868,0.14303407369090768,0.032184911912386004,0.0013081465606549444,0.12321371963976456,Wartau,2008
0.7277097808624257,0.0919898216173012,0.04535261566629719,0.009149537962786601,0.1257982438911894,Bad Ragaz,2008
0.7934395970332498,0.10130586139635644,0.024642539307436234,0.004800822880633285,0.07581117938232423,Eschenbach (SG),2008
0.6674566388442686,0.159832096192224,0.03905310742376719,0.0063725313169581315,0.12728562622278197,Rapperswil-Jona,2008
0.6923009323223761,0.15997135087726075,0.02763951379997188,0.009662285453908662,0.11042591754648266,Ebnat-Kappel,2008
0.7160133892800025,0.19073206403863754,0.02466323792793562,0.007220321804294324,0.06137098694913009,Flawil,2008
0.6991796694000447,0.2027202159040063,0.02300979852449038,0.003051115550504221,0.07203920062095442,Uzwil,2008
0.6473999039053893,0.2107030219803916,0.04838956191223659,0.005236173347235932,0.08827133885474658,Wil (SG),2008
0.685890167900081,0.17267434503195261,0.019969227364555572,0.0038009242585944924,0.11766533544481632,Gaiserwald,2008
0.7437673365681864,0.12790413509130383,0.034839104347632044,0.004588139101743958,0.0889012848911338,Gossau (SG),2008
0.500697356872619,0.03758919324272442,0.07660658556970412,0.0022350192009542276,0.3828718451139983,St. Moritz,2008
0.5062814916154568,0.08693061433387093,0.09054422683414577,0.06089789364094499,0.2553457735755815,Davos,2008
0.5310552704874067,0.23359298262962455,0.0879037729486826,0.003575963636248339,0.14387201029803767,Chur,2008
0.6611015424371043,0.1282213527947532,0.051814785590993555,0.0030026303449805993,0.15585968883216839,Igis,2008
0.4435551837849205,0.262421343286001,0.09771625142181475,0.006015960702550116,0.19029126080471367,Aarau,2008
0.6182340949555117,0.1391198850049765,0.06109504461625213,0.0008849334889959161,0.1806660419342638,Gränichen,2008
0.5497133474016188,0.23367927005756675,0.07501038320163488,0.008862481806938593,0.13273451753224083,Suhr,2008
0.6439738155367675,0.16561675792317146,0.06450989515786404,0.001826330554458421,0.12407320082773861,Baden,2008
0.450712071200639,0.3775390076987121,0.05943561325001111,0.00714842250142781,0.10516488534920994,Spreitenbach,2008
0.41664397629970035,0.35045825133303604,0.07530467800929475,0.009869918691124791,0.14772317566684412,Wettingen,2008
0.5092657305539257,0.24508470973338126,0.08762624443727221,0.009451929941920723,0.14857138533350014,Wohlen (AG),2008
0.5340053806784458,0.19703731982227896,0.10625268861828181,0.006995290462629498,0.15570932041836397,Lenzburg,2008
0.5909483056983906,0.175898808611663,0.07367840080409498,0.0024603070493349295,0.15701417783651644,Seon,2008
0.6197954426618842,0.16164413082678109,0.04964292869813377,0.00461548986742378,0.16430200794577715,Möhlin,2008
0.49965170013756904,0.27815182624998464,0.1004842849115042,0.00890142487762485,0.11281076382331737,Rheinfelden,2008
0.5880401674217544,0.2389352509106973,0.05711404682636306,0.009317980235323499,0.1065925546058618,Oftringen,2008
0.6188490067618146,0.19124564626986632,0.059215864590486444,0.007307523369400469,0.12338195900843216,Rothrist,2008
0.4680566476466974,0.21578366142180236,0.18037303862607096,0.005159409529890458,0.1306272427755386,Zofingen,2008
0.6100824534743723,0.26977552382692005,0.03387539081880696,0.011646589766300487,0.07462004211360006,Arbon,2008
0.6776519619945294,0.19596455646266794,0.032233606473360335,0.016112638795448407,0.07803723627399387,Romanshorn,2008
0.760324153484265,0.12427818755701125,0.024755313905238902,0.01571813008202681,0.07492421497145824,Amriswil,2008
0.7970433772129304,0.13289960328522857,0.030254556727897307,0.011466101111982685,0.028336361661960973,Bischofszell,2008
0.7318861174496168,0.14654400377088078,0.03127519523395339,0.005136473212310566,0.08515821033323835,Aadorf,2008
0.6084885118569012,0.22561701809037502,0.029966306588087303,0.010969307230780044,0.12495885623385646,Frauenfeld,2008
0.6094163444568969,0.23425643879985933,0.031086065300869402,0.015477727039231457,0.10976342440314289,Kreuzlingen,2008
0.7673113729195817,0.10044076826057848,0.027703803564370473,0.012682628477234238,0.09186142677823513,Tägerwilen,2008
0.7386326761775758,0.13607978082550012,0.020526801912867543,0.014947633862357215,0.08981310722169925,Sirnach,2008
0.7347439688387856,0.10018632431245153,0.036428888753106604,0.01170558793356908,0.1169352301620873,Weinfelden,2008
0.5445029575335456,0.060881211958477954,0.09968076090199603,0.018411468059676854,0.2765236015463035,Bellinzona,2008
0.4339875601208426,0.2886306637617519,0.08243865700391224,0.020154576717598034,0.17478854239589522,Locarno,2008
0.44759379217057965,0.2475654849886104,0.10770651081527483,0.01840287936654331,0.17873133265899194,Lugano,2008
0.4290657707923708,0.2728555603097707,0.12074088535979287,0.01576226340701064,0.16157552013105497,Chiasso,2008
0.5465135983128733,0.22126353006428923,0.060754472026385654,0.024738605690294787,0.14672979390615698,Biasca,2008
0.3382448184998928,0.269210801356042,0.1175965654298573,0.01087716732524434,0.2640706473889635,Aigle,2008
0.28654609557268795,0.3693572202541889,0.11786665086508427,0.007565684307475036,0.21866434900056386,Lausanne,2008
0.36865589038160723,0.34789781710107853,0.09458638447773404,0.007939285697457917,0.18092062234212233,Prilly,2008
0.292114860199831,0.4299320800203103,0.09396818181811685,0.007205140869618433,0.17677973709212338,Pully,2008
0.3211510335916086,0.27309017034176547,0.1323155868196525,0.020167215345229493,0.25327599390174405,Renens (VD),2008
0.2632687831325156,0.42492623206849334,0.061557407533418027,0.005645922496294947,0.24460165476927803,Ecublens (VD),2008
0.4463945151618559,0.3334109163444302,0.09765380271179513,0.006719387674231594,0.11582137810768724,Morges,2008
0.48252702859204427,0.36595349670386923,0.060333282443428886,0.0037624497073366027,0.087423742553321,Saint-Prex,2008
0.21389706958691926,0.5754158962174193,0.0790080911126808,0.011962687316796021,0.11971625576618461,Gland,2008
0.32052163872121964,0.4384946218658697,0.0831288186571924,0.004312978721744461,0.15354194203397392,Nyon,2008
0.5340393227331465,0.09616492883827478,0.07095206984705969,0.014913074383166679,0.28393060419835253,Payerne,2008
0.5334490493899116,0.1560657728950813,0.07986842774419917,0.011077145326946246,0.21953960464386152,Montreux,2008
0.31042647411587015,0.5118477206622695,0.020351454920043907,0.0089546928688344,0.1484196574329819,La Tour-de-Peilz,2008
0.3840139876202623,0.3159241181160605,0.016455214607369678,0.01304715471289127,0.2705595249434162,Vevey,2008
0.36328565035455096,0.29649654618939136,0.13582865187424056,0.0,0.20438915158181697,Yverdon-les-Bains,2008
0.6274405337654677,0.0831994540459601,0.08040324395897945,0.014907047625055517,0.19404972060453723,Brig-Glis,2008
0.4988979923462362,0.17503475258575002,0.07846478936831462,0.018873689763766376,0.2287287759359328,Martigny,2008
0.6318117171425477,0.1068629612455191,0.045981023993513614,0.014549493390052175,0.20079480422836737,Saxon,2008
0.6007499872108857,0.14131805963650215,0.09667223983190865,0.018475424819901783,0.14278428850080177,Monthey,2008
0.596998065750387,0.07506954890320877,0.0816244653258804,0.029849736712329333,0.21645818330819444,Sierre,2008
0.5527581460231408,0.10550260238128589,0.06151169331198606,0.014066553467927796,0.2661610048156595,Savièse,2008
0.5715824146878503,0.16998773373264106,0.061097151746668174,0.017818957844859686,0.17951374198798065,Sion,2008
0.44113158619589354,0.09089715535472585,0.05456445749824632,0.014644846380021902,0.39876195457111235,Zermatt,2008
0.5635525387880717,0.2721940863114736,0.023124575499005685,0.015132047962671731,0.12599675143877737,Colombier (NE),2008
0.5500585525779585,0.17740699345474903,0.049280368677229826,0.0274248380651691,0.1958292472248935,Peseux,2008
0.5802961332196563,0.13311255961645574,0.07407177577314238,0.02516227564467185,0.1873572557460738,La Chaux-de-Fonds,2008
0.5224344516517307,0.15768361968186506,0.05817443038885478,0.09277531745700655,0.16893218082054298,Le Locle,2008
0.5157440713138455,0.1890706592409913,0.08676365735327377,0.0184219052842371,0.18999970680765232,Neuchâtel,2008
0.5613133737783296,0.16077253000452238,0.07186292661310938,0.0,0.20605116960403858,Bernex,2008
0.5071465072239032,0.1941920369037516,0.07146376822675092,0.0,0.22719768764559428,Carouge (GE),2008
0.5521841121830329,0.1792662138793509,0.06348362531888707,0.0,0.20506604861872907,Chêne-Bougeries,2008
0.49793388164895425,0.18709681242871787,0.08792508644896138,0.0,0.22704421947336637,Chêne-Bourg,2008
0.6136065764057557,0.06178626543617844,0.07140324440443928,0.0,0.25320391375362655,Collonge-Bellerive,2008
0.5311205285203163,0.2333970059242974,0.09443669790301677,0.01206432665075654,0.12898144100161293,Genève,2008
0.5737324562490717,0.16172660338025935,0.08180321816534597,0.0,0.18273772220532292,Le Grand-Saconnex,2008
0.42755691573398474,0.20761079427194679,0.05143361785833598,0.14670526920431218,0.16669340293142032,Lancy,2008
0.6021502853916519,0.20008314839348582,0.06860424583750936,0.0,0.12916232037735279,Meyrin,2008
0.5211154592696704,0.2714557043259458,0.08268003204477833,0.0,0.12474880435960543,Onex,2008
0.6082371493383268,0.18784856063590805,0.06172032648726626,0.0,0.14219396353849884,Plan-les-Ouates,2008
0.6068675006886299,0.145620461472522,0.07697987197698987,0.0,0.17053216586185832,Thônex,2008
0.41525565997960057,0.2578372701648236,0.05721590908830291,0.027765104389997727,0.2419260563772752,Vernier,2008
0.5279032073559433,0.18415314240557878,0.07023150588567306,0.0,0.21771214435280475,Versoix,2008
0.4663044383328325,0.18034822348291274,0.0919346100065002,0.0,0.26141272817775457,Veyrier,2008
0.4396862224430598,0.246681930197554,0.06162537693152521,0.10367639551871687,0.14833007490914402,Delémont,2008
0.4417703689948726,0.33692916662514155,0.06193482957947692,0.016126118760294912,0.14323951604021404,Porrentruy,2008
,,,,,Hinwil,2008
,,,,,Val-de-Travers,2008
,,,,,Belp,2008
,,,,,Brugg,2008
,,,,,Mendrisio,2008
,,,,,Glarus Nord,2008
,,,,,Glarus Süd,2008
,,,,,Cologny,2008
,,,,,Widnau,2008
,,,,,Landquart,2008
,,,,,Buchs (AG),2008
,,,,,Küttigen,2008
,,,,,Oberentfelden,2008
,,,,,Fislisbach,2008
,,,,,Gebenstorf,2008
,,,,,Mellingen,2008
,,,,,Neuenhof,2008
,,,,,Obersiggenthal,2008
,,,,,Untersiggenthal,2008
,,,,,Würenlingen,2008
,,,,,Würenlos,2008
,,,,,Bremgarten (AG),2008
,,,,,Villmergen,2008
,,,,,Windisch,2008
,,,,,Menziken,2008
,,,,,Reinach (AG),2008
,,,,,Frick,2008
,,,,,Rupperswil,2008
,,,,,Muri (AG),2008
,,,,,Kaiseraugst,2008
,,,,,Aarburg,2008
,,,,,Münchwilen (TG),2008
,,,,,Bussigny,2008
,,,,,Oron,2008
,,,,,Zollikofen,2008
,,,,,Interlaken,2008
,,,,,Bottmingen,2008
,,,,,Therwil,2008
,,,,,Frenkendorf,2008
,,,,,Lausen,2008
,,,,,Sissach,2008
,,,,,Wittenbach,2008
,,,,,Rorschacherberg,2008
,,,,,Balgach,2008
,,,,,St. Margrethen,2008
,,,,,Thal,2008
,,,,,Sennwald,2008
,,,,,Sevelen,2008
,,,,,Flums,2008
,,,,,Mels,2008
,,,,,Sargans,2008
,,,,,Vilters-Wangs,2008
,,,,,Walenstadt,2008
,,,,,Kaltbrunn,2008
,,,,,Uznach,2008
,,,,,Gommiswald,2008
,,,,,Wattwil,2008
,,,,,Kirchberg (SG),2008
,,,,,Bütschwil-Ganterschwil,2008
,,,,,Oberuzwil,2008
,,,,,Boudry,2008
,,,,,Milvignes,2008
,,,,,La Tène,2008
,,,,,Val-de-Ruz,2008
,,,,,Urdorf,2008
,,,,,Münchenbuchsee,2008
,,,,,Hitzkirch,2008
,,,,,Hochdorf,2008
,,,,,Rothenburg,2008
,,,,,Adligenswil,2008
,,,,,Meggen,2008
