,Financials - Number of employees,Financials - Number of workplaces,Number of workplaces,Materials - Number of employees,Materials - Number of workplaces,Consumer Staples - Number of employees,Consumer Staples - Number of workplaces,Communication Services - Number of employees,Communication Services - Number of workplaces,Industrials - Number of employees,Industrials - Number of workplaces,Consumer Discretionary - Number of employees,Consumer Discretionary - Number of workplaces,Energy - Number of employees,Energy - Number of workplaces,Utilities - Number of employees,Utilities - Number of workplaces,Real Estate - Number of employees,Real Estate - Number of workplaces,Information Technology - Number of employees,Information Technology - Number of workplaces,Health Care - Number of employees,Health Care - Number of workplaces,Number of employees,Number of workplaces with <50 employees,Number of workplaces with ≥50 and <250 employees,Number of workplaces with ≥250 employees,name,year
10,0.043268707565136,0.03611040001462799,2547.742477589051,0.3135913021491885,0.3619675745528972,0.1382827436015758,0.21664207778262334,0.028637762855563343,0.04950769936822739,0.062080809612110176,0.02847170445718597,0.09877234026728066,0.1411142664188307,0.028348463577158065,0.004710052175821042,0.004340434614684489,0.007850086959701736,0.04999510448229671,0.03437968632794746,0.08084059469849861,0.018840208703284168,0.15184173657650774,0.10040624323885322,7372.533591852326,0.892514044481277,0.029681252614385457,0.003140034783880694,Altdorf (UR),2012
11,0.026762400689984242,0.03698881996474789,2406.562386577472,0.38882507442994024,0.3807490482962314,0.21092360423483034,0.24345175844770814,0.018513108449548933,0.025347001757436333,0.05858816587681624,0.05144686594027035,0.17434396664268598,0.09237210010801551,0.007022282881396087,0.006648487522799953,0.0008511858038055863,0.0016621218806999883,0.04139377242333253,0.05091197808157791,0.038810442745004864,0.057289791752430194,0.03396599582265521,0.0531320262480824,4699.326495010029,0.8686923714247009,0.00997273128419993,0.0016621218806999883,Altendorf,2012
12,0.02120754470277379,0.029124419814762846,3158.8612094296973,0.40062081057021165,0.3265868216773685,0.19941265093810073,0.3315777006570649,0.017180563241926374,0.0318567105953366,0.10599557936732262,0.06233697018333881,0.06989063917766614,0.10149367443503136,0.0026948813710707025,0.0025325582447619866,0.003397893902654364,0.005065116489523973,0.06584884045833629,0.03292325718190582,0.02448826985016421,0.013929070346190927,0.08926232641977307,0.06257370037471414,8534.698501723613,0.8236374089094026,0.026591861570000857,0.00379883736714298,Altstätten,2012
13,0.022596790150725927,0.02971369815115129,3096.2150699654785,0.3167923406654435,0.35366899075432884,0.23037879565463001,0.24947962772923912,0.015064526767150619,0.02971369815115129,0.09095672306363829,0.061752689860495556,0.1280112651085601,0.15487889859340828,0.006176455974531754,0.00387569975884582,0.004368712762473679,0.00387569975884582,0.04670003297816692,0.03100559807076656,0.04796461520108943,0.013564703432158126,0.09098974167358974,0.0684706957396095,6638.110944052875,0.8932493047485375,0.01550279903538328,0.0006457042360053932,Amriswil,2012
14,0.05721434151996895,0.0503958671226653,2388.853011452519,0.2900744930666338,0.30831191346480796,0.2721138621361671,0.29951532888219967,0.02504240082126522,0.036167225367874374,0.0759587148636337,0.06036882414325769,0.1279849615771357,0.12810951845379995,0.005908106143668046,0.0033488875044411703,0.008385446078168832,0.006697330507139799,0.018561158601732654,0.0263903748875781,0.06907426573291713,0.03365214711363596,0.04968224945870879,0.04704258255259969,5247.0282771110915,0.8381718170288391,0.015453127884200384,0.0,Appenzell,2012
15,0.00960217182123898,0.01892748436715557,998.4444373165524,0.47539039304104863,0.3389338701565404,0.2192284412500883,0.24585466985310034,0.015668019881185817,0.032518542431740086,0.0730841316798169,0.05553452966218532,0.15306774612644541,0.20677226429577197,0.0,0.0,0.0,0.0,0.01423399809468743,0.0285407118427249,0.007721099049051948,0.01602492777965898,0.03200399905643638,0.05689299961112254,2072.243847456483,0.9520879121621362,0.018654828105984924,0.0,Arbedo-Castione,2012
16,0.01712816624888761,0.026905985629961993,2675.984481305237,0.3163485997604606,0.36951094263797196,0.1982819386471678,0.21541895486571674,0.01694948028797773,0.028386881750709865,0.18108086753300875,0.05436004287902885,0.09513003507061334,0.15056547776378815,0.014105548675554502,0.005979107917769332,0.0006570928049463441,0.001579266480179599,0.04419102172601944,0.044599147919059466,0.05466735858759056,0.03393445110146664,0.061459890657773186,0.06875974105434732,6947.620560824978,0.9538950203337959,0.026905985629961993,0.002989553958884666,Arbon,2012
17,0.014392429236998424,0.018922355944707734,2179.736171863248,0.30425565423506845,0.4292733491722197,0.23311376843598813,0.14526526807547674,0.024128751575500627,0.053726298584622495,0.018548946828811596,0.025453240102915296,0.06846695638922716,0.09645490652206958,0.0,0.0,0.006104327446706422,0.005505253413188234,0.0991641882215894,0.05263193066362787,0.02635273407123899,0.0506433088063166,0.20547224355887064,0.12212408871485558,6552.728429006855,0.95540790216294,0.02991142206855813,0.005505253413188234,Arlesheim,2012
18,0.01885374986347094,0.026730320980549074,2565.343950538306,0.3519913869666204,0.3556167863191822,0.22846854712005155,0.29564592551877145,0.020838113477754442,0.02338867658951141,0.12743631199803743,0.053237487781995343,0.12776672096351993,0.1459095515898046,0.003999233899771054,0.0015592451059674274,0.0,0.0,0.04917068716610518,0.024014520678154964,0.01527548795314947,0.02205258566264679,0.05619976059151955,0.05184489977341696,4750.909918294026,0.8166962116225198,0.01247396084773942,0.0015592451059674274,Arth,2012
19,0.032702313023840655,0.03784516409482288,1854.7818677586429,0.28240326232517926,0.3359867309700202,0.22991508927572915,0.21970716345895583,0.01923759359927228,0.03234881742320743,0.053725946083348734,0.03855739163101766,0.26629875540609826,0.21370752012789476,0.0037892229816748426,0.0021565878282138284,0.002331829527184519,0.0021565878282138284,0.06354235461577813,0.045288344392490396,0.00728696727245162,0.010782939141069143,0.03876666588944262,0.06146275310409411,3430.782527940327,0.9764531700882625,0.010782939141069143,0.0,Ascona,2012
20,0.03527342838346782,0.04030251490581266,1926.0778640694778,0.3142191153091332,0.3409987049614139,0.1541866225887517,0.21468492814345083,0.01787931036578236,0.03355876349879345,0.2909622740251891,0.07942026478726665,0.09664133358277684,0.1472611040778243,0.0007237834636242273,0.0020310777821063897,0.0024052023157836162,0.004153518478789507,0.023404904097005706,0.03214323559635347,0.028306583714708646,0.050022677240181446,0.03599744215377669,0.05542321052800731,5404.950724806114,0.9489541460092408,0.021977973673606238,0.002070010205021301,Au (SG),2012
21,0.05573420124459399,0.08505279477703742,8301.802151951479,0.3887820168214132,0.3875431836910031,0.21366643706364832,0.20417208564191475,0.023537052567602308,0.02837148479516415,0.0659159539228649,0.038982665078459856,0.06199631742360381,0.08120933117944727,0.0007518729772135129,0.001962124718153552,0.0034090687041854594,0.003852002393407951,0.04098263053371582,0.04056299259336866,0.07343071370947203,0.07560796683229361,0.07179373503168687,0.05268336829975045,24324.815177352335,0.9270358566848577,0.030825082373024906,0.003244805977115136,Baar,2012
22,0.01957651802435954,0.02394614469923594,1503.373526392692,0.2416607104241311,0.3007298003724511,0.19564950532938838,0.2511593912861836,0.028525783406923903,0.01862477921051684,0.03943270059192422,0.04257092390975278,0.2642877166466001,0.18470321664977005,0.002796645432051363,0.0026606827443595485,0.0025169808888462265,0.005321365488719097,0.02125450528359036,0.03192819293231459,0.08110271752948953,0.02128546195487639,0.10319621644269529,0.11707004075182015,3575.712489468111,0.9156145309720823,0.01862477921051684,0.0026606827443595485,Bad Ragaz,2012
23,0.02954439236070101,0.03899472179689504,6264.400795529567,0.28129008694597835,0.39687916214603947,0.12671948859727278,0.16496640762093465,0.03341308390173293,0.0506536379289184,0.005944821469114576,0.017496017617836732,0.07364464208829696,0.11393538449027865,0.02313940096193043,0.00255411499395409,0.000370609280468679,0.0005031642036421514,0.034252016650569046,0.044680616726934214,0.26506994609926776,0.059342479518317004,0.1266115116446675,0.10999429295624964,31893.651923581674,0.9346225462960973,0.05260687873413216,0.007023816233373749,Baden,2012
24,0.02408408111991952,0.029802472670341768,3222.222863884016,0.37836941415450787,0.37024130558181717,0.26347527711994956,0.2718683799542593,0.016870950773001974,0.031034476578526166,0.03512225206379502,0.03599999283109035,0.18404673570547606,0.1716206554792497,0.018251301290793043,0.0037241371894231397,0.0006398914192023453,0.0012948034217013836,0.05674774350918845,0.04344826720993663,0.0036809347141095214,0.007448274378846279,0.018711418130056733,0.03351723470480826,6520.083039779203,0.8919168233477426,0.006206895315705233,0.002482758126282093,Bagnes,2012
25,0.014340668091238932,0.022147444681141285,1166.1727387440897,0.16949178401670917,0.3529907230912558,0.13014358342593818,0.22807062910874745,0.012836735350353347,0.03899218783384877,0.09981093571676193,0.08563543248047362,0.04638430100394337,0.12295943817147324,7.445978501400515e-06,2.858628989182805e-05,0.0,0.0,0.03650599038387971,0.03778853845089623,0.45386474143322614,0.05231445016144999,0.03661381459944785,0.05907256973082162,4477.121706356704,0.869469938368471,0.038559655492691525,0.010290070759948828,Balgach,2012
