name,year,100k,1M,200k,500k,50k,>1M
Aadorf,2010,6.264293733465608,30.21207352430556,13.934426959325396,22.849216840277776,0.8427056051587302,31.3310435625
Aadorf,2011,5.65694988425926,28.586200833333333,12.848761359126986,21.463173177083334,0.7621618716931217,30.058934875
Aadorf,2012,5.655341038359789,28.57962954861111,12.811794494047618,21.42694418402778,0.7632239996693121,30.0588919375
Aadorf,2013,5.694996031746031,28.717206753472222,12.891336284722222,21.536354513888888,0.7687098214285714,30.204856031250003
Aadorf,2014,5.694996031746031,28.59850288194444,12.891336284722222,21.522032899305557,0.7687098214285714,30.0405146875
Aadorf,2015,5.694996031746031,28.598352881944443,12.891263070436507,21.522032899305557,0.7687098214285714,30.0405146875
Aadorf,2016,5.695884920634921,28.599745920138886,12.880867509920634,21.505093576388887,0.7710940806878306,30.048595364583335
Aadorf,2017,5.695884920634921,28.599745920138886,12.880867509920634,21.505093576388887,0.7710940806878306,30.048595364583335
Aadorf,2018,5.64851746031746,28.32922043402778,12.751480555555556,21.30172855902778,0.7603420552248678,29.758257114583333
Aadorf,2019,5.651315873015873,28.32909730902778,12.753040079365078,21.301384809027777,0.7603420552248678,29.758257114583333
Aadorf,2020,5.463957589285714,28.26623498263889,12.600875892857143,21.194680902777776,0.7085514632936508,29.708794427083333
Aadorf,2021,5.383791286375661,27.984022916666667,12.440156274801586,20.969269184027773,0.6984520089285714,29.4107451875
Aadorf,2022,5.230131762566138,27.43737470486111,12.125586780753968,20.534579861111112,0.6780866402116401,28.83103615625
Aadorf,2023,5.17582414021164,27.948027586805555,12.156082614087302,20.754069010416668,0.6598729745370371,29.426204093750002
Aadorf,2024,5.151608101851851,28.192797083333332,12.161346825396825,20.837269097222222,0.6537299520502645,29.717280625
Aarau,2010,6.848154580026455,29.578360225694446,13.68694880952381,22.272244791666665,1.4052302000661376,31.36204025
Aarau,2011,6.6586485615079365,29.4572925,13.182435615079365,21.830646614583333,1.3864004216269843,31.3263095
Aarau,2012,6.657584953703704,29.450719652777778,13.145479166666668,21.79438637152778,1.3877715773809522,31.3262661875
Aarau,2013,6.657584953703704,29.450719652777778,13.145479166666668,21.79438637152778,1.3877715773809522,31.3262661875
Aarau,2014,5.53558351521164,28.98402486111111,12.142000744047618,21.11987595486111,1.0191599702380951,30.92267140625
Aarau,2015,5.4224045800264555,28.74033142361111,11.880821775793649,20.85125277777778,1.003575355489418,30.691808645833333
Aarau,2016,5.497781845238095,29.017233385416667,12.014038888888887,21.042608506944447,1.0228476355820104,30.9993974375
Aarau,2017,5.497781845238095,29.017233385416667,12.014038888888887,21.042608506944447,1.0228476355820104,30.9993974375
Aarau,2018,5.572724222883598,29.292683038194443,12.157638045634918,21.250652256944445,1.037115658068783,31.298727416666665
Aarau,2019,5.5596528935185185,29.28750315972222,12.13862398313492,21.23581788194445,1.034603877314815,31.298604489583333
Aarau,2020,5.499337615740741,29.22614345486111,12.05480607638889,21.15572517361111,1.0184717675264552,31.24664822916667
Aarau,2021,5.496942377645502,29.216853246527776,12.051118948412697,21.1472953125,1.0184717675264552,31.238025343750003
Aarau,2022,5.222877447089948,29.191150920138888,11.847275372023809,21.039067795138887,0.8856629050925925,31.23742978125
Aarau,2023,4.991651603835979,29.19032984375,11.524470758928569,20.81740954861111,0.8275333581349206,31.308062156250003
Aarau,2024,4.847844692460318,29.146498871527776,11.308738913690476,20.642607465277777,0.7838582589285713,31.30728946875
Aarburg,2010,7.564136011904761,31.770897760416666,14.937370659722223,23.983436371527773,1.5595620453042325,33.72435151041667
Aarburg,2011,7.433806613756614,31.834900868055556,14.535800421626984,23.681256597222223,1.5527451223544975,33.89115923958333
Aarburg,2012,7.588699867724868,32.30385878472222,14.769534548611109,24.015063454861114,1.5876602802579365,34.404085260416664
Aarburg,2013,7.588699867724868,32.30385878472222,14.769534548611109,24.015063454861114,1.5876602802579365,34.404085260416664
Aarburg,2014,6.3009469080687825,31.77441067708333,13.617853000992064,23.24164913194445,1.1646421544312169,33.94928358333334
Aarburg,2015,6.171153587962963,31.49471015625,13.318090153769841,22.933334288194445,1.1468014219576719,33.684303677083335
Aarburg,2016,6.17168136574074,31.49630671875,13.306715873015873,22.915190017361112,1.15234375,33.69336801041666
Aarburg,2017,6.17168136574074,31.49630671875,13.306715873015873,22.915190017361112,1.15234375,33.69336801041666
Aarburg,2018,6.171763541666666,31.496301701388887,13.30661986607143,22.915113975694446,1.151998511904762,33.69336783333333
Aarburg,2019,6.157126901455027,31.490540555555555,13.285367584325396,22.898569444444444,1.1494363839285715,33.69323038541667
